time, length, x, y, value1, value2, value3		
227770,70,-88.955,88.970,465,1781,1384
227850,70,-88.925,89.020,465,1631,1282
227930,70,-88.900,89.075,461,1693,1320
228010,70,-88.870,89.130,460,1750,1339
228090,70,-88.835,89.180,460,1764,1357
228170,70,-88.805,89.230,463,1609,1250
228250,70,-88.770,89.280,464,1596,1226
228330,70,-88.745,89.330,464,1795,1326
228410,70,-88.710,89.375,461,1629,1244
228490,70,-88.680,89.425,462,1667,1269
228570,70,-88.645,89.480,461,1790,1341
228650,70,-88.615,89.530,462,1712,1306
228730,70,-88.580,89.585,465,1774,1341
228810,70,-88.555,89.635,462,1826,1363
228890,70,-88.510,89.685,461,1819,1342
228970,70,-88.485,89.735,460,1851,1342
229050,70,-88.450,89.785,461,1645,1225
229130,70,-88.425,89.835,462,1549,1192
229210,70,-88.390,89.885,464,1544,1190
229290,70,-88.365,89.935,462,1672,1248
229370,70,-88.330,89.990,463,1718,1253
229450,70,-88.300,90.045,462,1749,1271
229530,70,-88.265,90.095,462,1879,1336
229610,70,-88.230,90.145,463,1652,1214
229690,70,-88.195,90.195,464,1481,1136
229770,70,-88.165,90.245,464,1458,1134
229850,70,-88.135,90.295,464,1415,1107
229930,70,-88.105,90.340,463,1271,1024
230010,70,-88.065,90.395,462,1305,1051
230090,70,-88.035,90.450,460,1307,1058
230170,70,-88.005,90.500,463,1426,1121
230250,70,-87.970,90.550,459,1595,1201
230330,70,-87.950,90.600,460,1468,1131
230410,70,-87.915,90.650,459,1369,1063
230490,70,-87.885,90.700,460,1404,1087
230570,70,-87.850,90.745,459,1262,1008
230650,70,-87.820,90.795,462,1365,1066
230730,70,-87.785,90.855,463,1417,1090
230810,70,-87.760,90.905,462,1438,1072
230890,70,-87.725,90.955,463,1398,1052
230970,70,-87.695,91.010,463,1343,1013
231050,70,-87.660,91.055,464,1364,1028
231130,70,-87.625,91.105,465,1421,1069
231210,70,-87.590,91.155,465,1405,1064
231290,70,-87.565,91.205,463,1279,980
231370,70,-87.530,91.260,465,1236,943
231450,70,-87.500,91.310,464,1275,961
231530,70,-87.465,91.360,466,1282,976
231610,70,-87.440,91.415,466,1385,1036
231690,70,-87.405,91.465,466,1429,1055
231770,70,-87.380,91.515,465,1485,1088
231850,70,-87.345,91.560,465,1537,1117
231930,70,-87.315,91.610,465,1510,1115
232010,70,-87.280,91.665,466,1396,1042
232090,70,-87.250,91.715,468,1329,1009
232170,70,-87.215,91.770,466,1443,1080
232250,70,-87.190,91.820,465,1439,1057
232330,70,-87.155,91.870,466,1295,981
232410,70,-87.120,91.920,466,1294,963
232490,70,-87.085,91.965,467,1275,952
232570,70,-87.055,92.020,466,1281,955
232650,70,-87.020,92.070,467,1293,939
232730,70,-86.995,92.120,468,1171,877
232810,70,-86.960,92.175,467,1254,943
232890,70,-86.935,92.230,467,1330,981
232970,70,-86.900,92.280,469,1337,970
233050,70,-86.870,92.330,472,1286,924
234150,70,-86.795,92.255,349,582,419
234230,70,-86.815,92.220,467,1071,740
234310,70,-86.850,92.170,465,1356,942
234390,70,-86.880,92.115,466,1483,1039
234470,70,-86.915,92.070,466,1353,1005
234550,70,-86.945,92.020,465,1360,1036
234630,70,-86.980,91.970,464,1532,1146
234710,70,-87.005,91.915,463,1584,1186
234790,70,-87.040,91.865,463,1532,1151
234870,70,-87.065,91.810,464,1464,1143
234950,70,-87.100,91.760,466,1576,1216
235030,70,-87.130,91.710,465,1575,1226
235110,70,-87.165,91.660,462,1486,1209
235190,70,-87.195,91.610,461,1752,1346
235270,70,-87.230,91.560,461,1897,1461
235350,70,-87.265,91.510,462,1548,1279
235430,70,-87.300,91.455,465,1497,1219
235510,70,-87.330,91.400,463,1952,1446
235590,70,-87.365,91.355,463,1796,1445
235670,70,-87.395,91.305,461,1439,1269
235750,70,-87.430,91.250,462,1346,1218
235830,70,-87.455,91.205,462,1551,1330
235910,70,-87.490,91.155,465,1668,1406
235990,70,-87.520,91.105,464,1590,1354
236070,70,-87.550,91.050,463,1541,1309
236150,70,-87.575,91.005,463,1598,1348
236230,70,-87.610,90.950,462,1585,1343
236310,70,-87.640,90.895,463,1404,1253
236390,70,-87.675,90.850,464,1546,1315
236470,70,-87.710,90.800,464,2152,1572
236550,70,-87.745,90.745,465,2159,1615
236630,70,-87.775,90.700,463,1872,1503
236710,70,-87.810,90.650,464,1605,1358
236790,70,-87.835,90.595,464,1477,1274
236870,70,-87.870,90.545,465,1494,1278
236950,70,-87.900,90.490,466,1675,1405
237030,70,-87.935,90.440,464,1746,1436
237110,70,-87.965,90.390,464,1643,1381
237190,70,-88.000,90.340,464,1702,1438
237270,70,-88.025,90.290,466,1916,1517
237350,70,-88.050,90.240,467,1846,1469
237430,70,-88.085,90.190,467,1807,1455
237510,70,-88.115,90.140,466,1707,1420
237590,70,-88.145,90.080,466,1760,1445
237670,70,-88.180,90.035,465,1657,1392
237750,70,-88.215,89.985,466,1715,1408
237830,70,-88.245,89.935,468,2246,1638
237910,70,-88.280,89.885,469,2243,1713
237990,70,-88.310,89.835,468,1886,1540
238070,70,-88.345,89.785,466,1795,1482
238150,70,-88.370,89.730,467,1799,1465
238230,70,-88.405,89.680,469,1920,1529
238310,70,-88.435,89.625,471,1919,1531
238390,70,-88.470,89.575,472,1857,1511
238470,70,-88.490,89.525,470,1769,1486
238550,70,-88.525,89.475,468,1688,1435
238630,70,-88.555,89.425,467,1667,1424
238710,70,-88.595,89.375,470,1683,1433
238790,70,-88.630,89.325,472,1616,1381
238870,70,-88.665,89.275,473,1544,1334
238950,70,-88.695,89.225,471,1511,1303
239030,70,-88.730,89.170,472,1701,1370
239110,70,-88.755,89.120,471,1603,1317
239190,70,-88.790,89.065,472,1503,1289
239270,70,-88.820,89.020,475,1501,1287
239350,70,-88.855,88.970,476,1539,1303
239430,70,-88.885,88.920,472,1834,1446
239510,70,-88.920,88.870,472,2021,1505
239590,70,-88.945,88.820,471,1647,1366
239670,70,-88.980,88.765,474,1688,1407
239750,70,-89.000,88.710,476,1499,1295
239830,70,-89.035,88.665,478,1421,1263
239910,70,-89.065,88.615,476,1469,1287
239990,70,-89.100,88.560,474,1444,1277
240070,70,-89.130,88.515,474,1443,1283
240150,70,-89.165,88.465,476,1637,1386
240230,70,-89.200,88.405,480,1791,1488
240310,70,-89.235,88.365,476,1757,1486
240390,70,-89.260,88.310,480,1737,1491
240470,70,-89.295,88.255,478,1761,1502
240550,70,-89.325,88.200,476,1858,1522
240630,70,-89.360,88.155,480,1906,1527
240710,70,-89.395,88.105,482,1880,1526
240790,70,-89.430,88.050,484,1934,1510
240870,70,-89.455,88.005,483,2016,1538
240950,70,-89.490,87.955,479,1802,1448
241030,70,-89.520,87.900,480,1721,1414
241110,70,-89.555,87.850,482,1626,1351
241190,70,-89.585,87.800,485,1708,1413
241270,70,-89.620,87.745,486,1829,1435
241350,70,-89.640,87.695,484,1744,1418
241430,70,-89.675,87.645,482,1676,1363
241510,70,-89.705,87.595,481,1632,1333
241590,70,-89.740,87.545,482,1618,1316
241670,70,-89.765,87.495,485,1646,1343
241750,70,-89.810,87.445,486,1697,1352
241830,70,-89.835,87.395,485,1654,1340
241910,70,-89.870,87.345,482,1810,1437
241990,70,-89.900,87.295,481,1837,1477
242070,70,-89.935,87.240,483,1758,1430
242150,70,-89.965,87.190,482,1745,1436
242230,70,-89.995,87.140,482,1805,1453
242310,70,-90.025,87.085,480,1815,1467
242390,70,-90.055,87.035,480,1836,1461
242470,70,-90.090,86.985,478,2034,1541
242550,70,-90.120,86.935,479,1810,1447
242630,70,-90.150,86.885,478,1708,1382
242710,70,-90.180,86.835,478,1829,1435
242790,70,-90.215,86.780,477,2125,1589
242870,70,-90.240,86.730,474,1836,1433
242950,70,-90.275,86.680,474,1780,1410
243030,70,-90.300,86.630,473,1666,1299
243110,70,-90.335,86.575,472,1586,1253
243190,70,-90.375,86.530,473,1518,1214
243270,70,-90.410,86.480,471,1705,1285
243350,70,-90.440,86.425,467,1834,1364
243430,70,-90.475,86.380,466,1743,1319
243510,70,-90.505,86.330,466,1661,1297
243590,70,-90.535,86.275,469,1708,1308
243670,70,-90.565,86.225,468,1762,1312
243750,70,-90.600,86.175,467,1982,1441
243830,70,-90.630,86.120,463,1725,1301
243910,70,-90.665,86.070,462,1653,1254
243990,70,-90.690,86.020,461,1540,1172
244070,70,-90.725,85.970,465,1694,1269
244150,70,-90.755,85.920,465,1829,1329
244230,70,-90.790,85.870,461,2175,1477
244310,70,-90.820,85.815,461,1966,1405
244390,70,-90.850,85.765,458,2032,1431
244470,70,-90.875,85.715,459,2151,1484
244550,70,-90.910,85.665,461,1999,1421
244630,70,-90.940,85.615,461,1948,1382
244710,70,-90.980,85.565,462,1846,1336
244790,70,-91.010,85.515,458,1739,1285
244870,70,-91.045,85.465,456,1840,1350
244950,70,-91.070,85.410,458,1771,1321
245030,70,-91.105,85.360,459,1751,1282
245110,70,-91.135,85.310,459,1670,1263
245190,70,-91.170,85.255,458,1800,1348
245270,70,-91.205,85.210,454,1657,1252
245350,70,-91.235,85.160,452,1694,1260
245430,70,-91.265,85.105,455,1822,1331
245510,70,-91.300,85.055,457,1804,1339
245590,70,-91.330,85.005,458,1628,1259
245670,70,-91.365,84.955,456,1611,1248
245750,70,-91.390,84.905,453,1536,1206
245830,70,-91.420,84.855,452,1515,1194
245910,70,-91.450,84.800,453,1626,1261
245990,70,-91.485,84.750,455,1555,1225
246070,70,-91.520,84.695,456,1507,1196
246150,70,-91.550,84.650,456,1484,1173
246230,70,-91.580,84.600,452,1449,1156
246310,70,-91.615,84.545,452,1363,1087
246390,70,-91.645,84.500,452,1423,1111
246470,70,-91.680,84.450,454,1475,1130
246550,70,-91.705,84.390,455,1438,1113
246630,70,-91.740,84.340,454,1529,1204
246710,70,-91.770,84.295,451,1497,1173
246790,70,-91.810,84.240,448,1582,1199
246870,70,-91.840,84.190,450,1478,1147
246950,70,-91.875,84.145,453,1384,1086
247030,70,-91.900,84.095,454,1447,1138
247110,70,-91.935,84.040,453,1410,1110
247190,70,-91.965,83.990,449,1328,1056
247270,70,-91.995,83.940,447,1276,1014
247350,70,-92.020,83.890,449,1195,941
247430,70,-92.055,83.840,451,1294,1011
248530,70,-92.000,83.765,336,624,464
248610,70,-91.970,83.800,451,1140,796
248690,70,-91.935,83.855,450,1373,946
248770,70,-91.900,83.910,451,1394,1011
248850,70,-91.875,83.955,453,1576,1146
248930,70,-91.840,84.010,453,1467,1109
249010,70,-91.810,84.065,454,1476,1126
249090,70,-91.775,84.115,451,1449,1101
249170,70,-91.745,84.165,450,1212,1020
249250,70,-91.710,84.215,451,1239,1039
249330,70,-91.685,84.265,453,1040,953
249410,70,-91.650,84.315,456,1116,1011
249490,70,-91.620,84.365,455,1194,1049
249570,70,-91.580,84.415,454,1169,1051
249650,70,-91.550,84.465,451,1085,1000
249730,70,-91.520,84.515,452,1159,1067
249810,70,-91.495,84.565,455,1291,1144
249890,70,-91.460,84.620,453,1351,1179
249970,70,-91.430,84.670,456,1243,1132
250050,70,-91.395,84.720,453,1322,1166
250130,70,-91.370,84.770,454,1217,1092
250210,70,-91.335,84.820,454,1314,1130
250290,70,-91.300,84.870,454,1228,1116
250370,70,-91.265,84.920,456,1442,1182
250450,70,-91.235,84.970,455,1727,1320
250530,70,-91.205,85.030,452,1554,1289
250610,70,-91.175,85.080,453,1323,1151
250690,70,-91.140,85.125,451,1189,1114
250770,70,-91.110,85.180,453,1249,1137
250850,70,-91.075,85.230,453,1445,1245
250930,70,-91.040,85.275,455,1448,1261
251010,70,-91.010,85.330,454,1254,1164
251090,70,-90.980,85.385,451,1251,1166
251170,70,-90.945,85.425,453,1516,1286
251250,70,-90.920,85.480,454,1910,1400
251330,70,-90.890,85.535,454,1897,1423
251410,70,-90.860,85.575,453,1749,1352
251490,70,-90.825,85.635,452,1729,1350
251570,70,-90.795,85.690,449,1393,1235
251650,70,-90.760,85.730,450,1389,1242
251730,70,-90.730,85.785,452,1299,1202
251810,70,-90.700,85.840,454,1226,1164
251890,70,-90.670,85.880,453,1215,1163
251970,70,-90.635,85.940,451,1214,1161
252050,70,-90.605,85.995,449,1336,1211
252130,70,-90.570,86.040,449,1330,1205
252210,70,-90.535,86.090,453,1300,1217
252290,70,-90.505,86.145,453,1373,1231
252370,70,-90.470,86.195,454,1299,1183
252450,70,-90.435,86.245,450,1288,1171
252530,70,-90.405,86.295,449,1266,1151
252610,70,-90.375,86.350,448,1303,1172
252690,70,-90.345,86.400,452,1446,1228
252770,70,-90.320,86.440,454,1508,1267
252850,70,-90.285,86.500,452,1564,1324
252930,70,-90.255,86.555,449,1560,1338
253010,70,-90.220,86.595,448,1599,1380
253090,70,-90.195,86.650,450,1583,1359
253170,70,-90.160,86.705,451,1809,1483
253250,70,-90.130,86.745,452,1847,1518
253330,70,-90.095,86.800,452,1557,1389
253410,70,-90.065,86.855,450,1660,1454
253490,70,-90.030,86.900,447,1626,1406
253570,70,-90.005,86.955,446,1574,1371
253650,70,-89.970,87.010,449,1533,1374
253730,70,-89.940,87.055,451,1604,1419
253810,70,-89.905,87.105,451,1529,1358
253890,70,-89.870,87.160,449,1603,1425
253970,70,-89.835,87.205,446,1437,1322
254050,70,-89.805,87.260,449,1460,1331
254130,70,-89.775,87.310,450,1556,1369
254210,70,-89.750,87.360,449,1658,1445
254290,70,-89.715,87.410,449,1674,1440
254370,70,-89.685,87.465,449,1480,1319
254450,70,-89.650,87.515,447,1475,1293
254530,70,-89.620,87.565,447,1418,1255
254610,70,-89.585,87.620,449,1359,1215
254690,70,-89.555,87.665,450,1344,1211
254770,70,-89.520,87.715,451,1378,1231
254850,70,-89.490,87.770,449,1522,1286
254930,70,-89.455,87.820,449,1538,1304
255010,70,-89.430,87.870,447,1670,1388
255090,70,-89.395,87.920,452,1785,1427
255170,70,-89.365,87.970,448,1862,1449
255250,70,-89.330,88.020,453,1618,1329
255330,70,-89.300,88.075,449,1585,1300
255410,70,-89.260,88.125,448,1916,1459
255490,70,-89.230,88.175,447,1880,1433
255570,70,-89.200,88.220,447,1680,1323
255650,70,-89.170,88.275,451,1662,1302
255730,70,-89.135,88.330,451,1693,1335
255810,70,-89.105,88.370,447,1646,1312
255890,70,-89.075,88.425,448,1547,1251
255970,70,-89.050,88.480,446,1599,1281
256050,70,-89.015,88.530,448,1738,1344
256130,70,-88.985,88.580,450,1683,1311
256210,70,-88.950,88.635,451,1660,1302
256290,70,-88.920,88.685,448,1779,1343
256370,70,-88.885,88.735,444,1869,1363
256450,70,-88.860,88.785,446,1901,1404
256530,70,-88.825,88.835,448,1862,1381
256610,70,-88.790,88.885,449,1792,1345
256690,70,-88.760,88.935,448,1859,1398
256770,70,-88.730,88.990,447,1810,1379
256850,70,-88.695,89.045,446,1822,1380
256930,70,-88.660,89.090,446,1756,1346
257010,70,-88.625,89.140,446,1889,1391
257090,70,-88.595,89.195,448,1818,1366
257170,70,-88.570,89.240,448,1726,1307
257250,70,-88.540,89.290,447,1797,1334
257330,70,-88.505,89.345,444,1977,1428
257410,70,-88.475,89.390,445,1825,1356
257490,70,-88.445,89.445,446,1774,1347
257570,70,-88.410,89.500,448,1856,1402
257650,70,-88.385,89.550,449,2356,1581
257730,70,-88.350,89.600,447,2322,1557
257810,70,-88.320,89.650,446,2117,1465
257890,70,-88.285,89.700,445,1886,1377
257970,70,-88.255,89.750,446,1852,1360
258050,70,-88.215,89.795,447,1984,1430
258130,70,-88.190,89.855,447,2147,1453
258210,70,-88.155,89.905,446,1661,1256
258290,70,-88.125,89.955,446,1936,1385
258370,70,-88.095,90.005,446,1887,1302
258450,70,-88.065,90.055,446,1457,1103
258530,70,-88.030,90.105,446,1426,1092
258610,70,-88.005,90.155,447,1356,1070
258690,70,-87.970,90.205,445,1455,1131
258770,70,-87.940,90.255,445,1523,1201
258850,70,-87.905,90.310,444,1701,1326
258930,70,-87.875,90.365,446,1753,1360
259010,70,-87.845,90.410,447,1780,1366
259090,70,-87.815,90.460,447,1778,1387
259170,70,-87.775,90.515,446,1519,1223
259250,70,-87.745,90.560,445,1596,1253
259330,70,-87.710,90.610,446,1738,1339
259410,70,-87.675,90.660,445,1863,1427
259490,70,-87.640,90.715,447,1793,1402
259570,70,-87.620,90.765,445,1828,1430
259650,70,-87.585,90.820,445,1868,1448
259730,70,-87.555,90.870,444,1938,1475
259810,70,-87.520,90.920,444,1941,1465
259890,70,-87.490,90.970,445,1860,1433
259970,70,-87.455,91.020,447,1684,1355
260050,70,-87.430,91.070,446,1883,1427
260130,70,-87.395,91.120,445,1975,1486
260210,70,-87.365,91.170,445,1828,1431
260290,70,-87.330,91.225,445,1724,1384
260370,70,-87.295,91.275,446,1796,1424
260450,70,-87.260,91.325,447,1726,1369
260530,70,-87.230,91.380,447,1611,1293
260610,70,-87.195,91.420,446,1709,1347
260690,70,-87.170,91.475,445,1740,1360
260770,70,-87.135,91.530,444,1707,1306
260850,70,-87.110,91.570,446,1407,1146
260930,70,-87.075,91.630,446,1361,1096
261010,70,-87.050,91.685,446,1316,1057
261090,70,-87.015,91.735,446,1391,1093
261170,70,-86.985,91.785,445,1449,1132
261250,70,-86.950,91.830,445,1518,1175
261330,70,-86.920,91.880,447,1414,1109
261410,70,-86.885,91.935,447,1462,1148
261490,70,-86.860,91.980,447,1514,1165
261570,70,-86.820,92.040,447,1510,1156
261650,70,-86.790,92.090,444,1531,1177
261730,70,-86.755,92.140,446,1556,1178
261810,70,-86.725,92.190,447,1545,1159
262910,70,-86.660,92.120,335,684,529
262990,70,-86.685,92.085,449,1143,842
263070,70,-86.710,92.035,446,1318,980
263150,70,-86.740,91.980,445,1326,1003
263230,70,-86.775,91.930,446,1520,1166
263310,70,-86.805,91.880,445,1525,1193
263390,70,-86.840,91.830,448,1578,1233
263470,70,-86.865,91.780,447,1484,1196
263550,70,-86.900,91.725,446,1562,1232
263630,70,-86.935,91.675,445,1738,1349
263710,70,-86.970,91.625,446,1819,1430
263790,70,-87.000,91.570,447,1871,1478
263870,70,-87.035,91.525,447,1834,1467
263950,70,-87.065,91.475,448,1796,1448
264030,70,-87.095,91.420,445,1723,1417
264110,70,-87.125,91.375,446,1621,1377
264190,70,-87.160,91.315,447,1692,1388
264270,70,-87.190,91.265,447,1557,1327
264350,70,-87.220,91.220,448,1505,1300
264430,70,-87.245,91.165,447,1520,1281
264510,70,-87.280,91.115,446,1413,1222
264590,70,-87.310,91.070,445,1430,1232
264670,70,-87.345,91.020,447,1458,1248
264750,70,-87.380,90.965,447,1410,1246
264830,70,-87.415,90.915,449,1512,1292
264910,70,-87.445,90.865,448,1636,1369
264990,70,-87.480,90.810,446,1697,1382
265070,70,-87.505,90.760,446,1486,1290
265150,70,-87.540,90.710,446,1557,1322
265230,70,-87.570,90.660,448,1526,1300
265310,70,-87.605,90.610,447,1542,1305
265390,70,-87.635,90.560,448,1358,1192
265470,70,-87.665,90.510,447,1471,1261
265550,70,-87.695,90.455,446,1791,1436
265630,70,-87.725,90.405,447,1792,1429
265710,70,-87.755,90.355,447,1771,1418
265790,70,-87.790,90.300,447,2014,1522
265870,70,-87.815,90.250,448,1974,1543
265950,70,-87.850,90.205,447,1851,1505
266030,70,-87.885,90.155,446,1660,1398
266110,70,-87.920,90.100,446,1821,1468
266190,70,-87.950,90.055,448,1725,1413
266270,70,-87.985,90.000,447,1631,1366
266350,70,-88.015,89.945,448,1710,1386
266430,70,-88.045,89.900,446,1813,1444
266510,70,-88.075,89.850,446,1625,1350
266590,70,-88.110,89.795,450,1528,1288
266670,70,-88.145,89.745,448,1427,1237
266750,70,-88.180,89.695,448,1500,1269
266830,70,-88.205,89.645,447,1610,1326
266910,70,-88.235,89.595,445,1612,1335
266990,70,-88.265,89.540,444,1617,1332
267070,70,-88.300,89.490,445,1483,1278
267150,70,-88.335,89.440,447,1438,1258
267230,70,-88.370,89.390,445,1523,1282
267310,70,-88.400,89.340,447,1576,1337
267390,70,-88.435,89.290,445,1632,1363
267470,70,-88.460,89.240,443,1638,1334
267550,70,-88.495,89.190,444,1536,1279
267630,70,-88.525,89.130,447,1385,1221
267710,70,-88.555,89.080,449,1336,1196
267790,70,-88.590,89.035,446,1304,1178
267870,70,-88.615,88.980,446,1452,1211
267950,70,-88.650,88.930,446,1458,1226
268030,70,-88.675,88.885,446,1417,1241
268110,70,-88.710,88.830,446,1410,1231
268190,70,-88.740,88.780,448,1368,1200
268270,70,-88.780,88.730,447,1399,1222
268350,70,-88.810,88.675,447,1647,1350
268430,70,-88.845,88.625,444,1767,1439
268510,70,-88.875,88.575,445,1655,1391
268590,70,-88.905,88.525,446,1543,1323
268670,70,-88.935,88.475,450,1596,1346
268750,70,-88.970,88.425,449,2293,1623
268830,70,-89.000,88.375,445,2520,1812
268910,70,-89.035,88.325,446,1875,1556
268990,70,-89.065,88.275,446,1692,1432
269070,70,-89.095,88.220,448,1693,1434
269150,70,-89.125,88.170,449,1587,1354
269230,70,-89.160,88.115,451,1547,1331
269310,70,-89.190,88.065,446,1469,1275
269390,70,-89.220,88.020,446,1475,1286
269470,70,-89.245,87.965,445,1591,1369
269550,70,-89.280,87.915,447,1618,1385
269630,70,-89.310,87.865,449,1864,1483
269710,70,-89.345,87.815,449,1897,1506
269790,70,-89.380,87.765,448,1935,1531
269870,70,-89.415,87.715,447,1937,1478
269950,70,-89.440,87.660,448,1634,1377
270030,70,-89.475,87.610,451,1595,1358
270110,70,-89.505,87.560,452,1571,1336
270190,70,-89.540,87.505,452,1833,1444
270270,70,-89.570,87.460,450,1805,1435
270350,70,-89.605,87.410,449,1907,1476
270430,70,-89.630,87.355,450,1811,1433
270510,70,-89.665,87.305,452,1633,1318
270590,70,-89.695,87.260,455,1427,1196
270670,70,-89.730,87.205,454,1384,1169
270750,70,-89.760,87.155,453,1282,1100
270830,70,-89.795,87.110,455,1435,1166
270910,70,-89.820,87.050,453,1462,1153
270990,70,-89.855,87.000,455,1476,1184
271070,70,-89.885,86.950,456,1423,1154
271150,70,-89.920,86.900,457,1281,1073
271230,70,-89.950,86.850,455,1323,1098
271310,70,-89.990,86.800,453,1387,1108
271390,70,-90.015,86.750,455,1437,1137
271470,70,-90.050,86.700,457,1501,1171
271550,70,-90.080,86.640,460,1432,1145
271630,70,-90.115,86.595,461,1630,1249
271710,70,-90.145,86.550,459,1683,1252
271790,70,-90.180,86.490,457,1535,1192
271870,70,-90.205,86.440,458,1420,1133
271950,70,-90.240,86.395,462,1322,1059
272030,70,-90.270,86.340,463,1387,1062
272110,70,-90.305,86.290,464,1272,1027
272190,70,-90.335,86.240,463,1258,999
272270,70,-90.365,86.190,460,1224,962
272350,70,-90.395,86.140,463,1178,951
272430,70,-90.430,86.090,464,1313,1026
272510,70,-90.455,86.035,465,1271,1007
272590,70,-90.480,85.985,462,1277,1000
272670,70,-90.515,85.935,464,1257,982
272750,70,-90.550,85.880,462,1189,941
272830,70,-90.585,85.835,462,1227,963
272910,70,-90.615,85.785,464,1227,984
272990,70,-90.650,85.730,464,1242,987
273070,70,-90.675,85.680,464,1240,987
273150,70,-90.710,85.630,460,1290,1025
273230,70,-90.745,85.580,462,1366,1082
273310,70,-90.775,85.530,461,1419,1122
273390,70,-90.805,85.480,463,1363,1071
273470,70,-90.840,85.425,462,1451,1121
273550,70,-90.875,85.380,460,1301,1055
273630,70,-90.910,85.330,458,1270,1047
273710,70,-90.935,85.270,458,1510,1176
273790,70,-90.970,85.225,457,1417,1130
273870,70,-90.995,85.175,459,1276,1055
273950,70,-91.030,85.120,461,1259,1024
274030,70,-91.055,85.070,460,1254,1039
274110,70,-91.090,85.020,458,1411,1128
274190,70,-91.125,84.970,456,1439,1140
274270,70,-91.160,84.920,458,1308,1070
274350,70,-91.190,84.870,458,1336,1079
274430,70,-91.225,84.820,458,1346,1082
274510,70,-91.250,84.770,457,1344,1074
274590,70,-91.285,84.715,457,1236,1026
274670,70,-91.315,84.665,455,1163,987
274750,70,-91.350,84.615,458,1288,1056
274830,70,-91.375,84.560,459,1276,1041
274910,70,-91.410,84.510,460,1366,1098
274990,70,-91.440,84.460,459,1322,1092
275070,70,-91.480,84.410,457,1363,1127
275150,70,-91.510,84.360,456,1268,1076
275230,70,-91.545,84.310,456,1346,1116
275310,70,-91.565,84.260,459,1337,1110
275390,70,-91.600,84.210,457,1275,1098
275470,70,-91.630,84.155,459,1351,1116
275550,70,-91.665,84.100,457,1253,1054
275630,70,-91.700,84.055,454,1443,1178
275710,70,-91.730,84.005,457,1380,1123
275790,70,-91.760,83.950,458,1261,1069
275870,70,-91.795,83.905,459,1242,1056
275950,70,-91.825,83.855,460,1227,1051
276030,70,-91.860,83.800,458,1335,1097
276110,70,-91.885,83.755,455,1291,1044
276190,70,-91.920,83.705,456,1224,1020
277290,70,-91.860,83.620,340,528,446
277370,70,-91.830,83.665,460,956,721
277450,70,-91.800,83.720,459,1227,921
277530,70,-91.765,83.770,457,1308,999
277610,70,-91.730,83.820,457,1261,1009
277690,70,-91.700,83.875,459,1114,942
277770,70,-91.670,83.925,461,1308,1051
277850,70,-91.640,83.975,457,1447,1158
277930,70,-91.610,84.025,457,1409,1168
278010,70,-91.570,84.075,455,1512,1236
278090,70,-91.545,84.125,454,1365,1183
278170,70,-91.510,84.175,457,1681,1270
278250,70,-91.480,84.225,459,2106,1471
278330,70,-91.445,84.275,461,1979,1497
278410,70,-91.415,84.325,460,1874,1455
278490,70,-91.385,84.375,455,1828,1465
278570,70,-91.355,84.430,458,1708,1418
278650,70,-91.320,84.485,458,1783,1440
278730,70,-91.290,84.530,460,1816,1456
278810,70,-91.255,84.580,458,1599,1403
278890,70,-91.230,84.635,460,1513,1361
278970,70,-91.190,84.680,457,1310,1233
279050,70,-91.160,84.730,456,1331,1234
279130,70,-91.125,84.785,458,1488,1299
279210,70,-91.100,84.835,459,1654,1359
279290,70,-91.070,84.885,460,1547,1342
279370,70,-91.040,84.935,459,1450,1315
279450,70,-91.005,84.990,457,1461,1318
279530,70,-90.970,85.040,457,1424,1278
279610,70,-90.935,85.090,459,1304,1212
279690,70,-90.910,85.140,459,1348,1222
279770,70,-90.880,85.190,459,1374,1207
279850,70,-90.845,85.245,458,1380,1210
279930,70,-90.815,85.295,456,1444,1251
280010,70,-90.780,85.345,456,1726,1356
280090,70,-90.750,85.395,457,1846,1397
280170,70,-90.715,85.450,460,1742,1345
280250,70,-90.690,85.495,460,1582,1254
280330,70,-90.650,85.545,458,1672,1314
280410,70,-90.620,85.600,455,1698,1336
280490,70,-90.585,85.650,455,1698,1348
280570,70,-90.560,85.695,456,1654,1346
280650,70,-90.530,85.750,455,1473,1238
280730,70,-90.500,85.805,456,1426,1180
280810,70,-90.465,85.850,455,1518,1271
280890,70,-90.435,85.900,455,1530,1260
280970,70,-90.400,85.955,455,1413,1163
281050,70,-90.375,86.005,454,1340,1119
281130,70,-90.340,86.055,455,1454,1165
281210,70,-90.310,86.105,457,1333,1112
281290,70,-90.275,86.155,457,1485,1203
281370,70,-90.245,86.205,455,1784,1316
281450,70,-90.210,86.260,453,1572,1225
281530,70,-90.185,86.310,454,1432,1109
281610,70,-90.150,86.360,456,1442,1125
281690,70,-90.115,86.415,457,1286,1037
281770,70,-90.085,86.460,455,1425,1114
281850,70,-90.045,86.510,454,1595,1194
281930,70,-90.010,86.565,454,1517,1127
282010,70,-89.980,86.610,456,1310,1037
282090,70,-89.950,86.660,457,1240,1011
282170,70,-89.925,86.715,458,1144,940
282250,70,-89.890,86.760,456,1154,960
282330,70,-89.860,86.815,453,1164,969
282410,70,-89.825,86.870,453,1194,996
282490,70,-89.800,86.920,454,1158,980
282570,70,-89.765,86.970,454,1255,1058
282650,70,-89.735,87.020,456,1370,1114
282730,70,-89.700,87.070,457,1494,1201
